UltimateParentAccountID,Revenue,Employees,GlobalRegion,Industry,NAICSCode,NAICSCodeDescription,FirstPurchase,HoldingCompany
0015000000mO1AZAA0,1,1,North America,Non-Profits,813410,Civic and Social Organizations ,9/15/2009,FALSE
0015000000mOAZnAAO,1,2,North America,High Tech,333999,All Other Miscellaneous General Purpose Machinery Manufacturing ,11/16/2018,FALSE
0015000000mOB7PAAW,2,4,North America,Travel & Transportation,481111,Scheduled Passenger Air Transportation ,9/30/2016,FALSE
0015000000mOiKpAAK,4,6,EMEA,Professional & Business Services,551112,Offices of Other Holding Companies ,12/23/2009,FALSE
0015000000mOmDqAAK,2,5,North America,Healthcare,622110,General Medical and Surgical Hospitals ,3/26/2020,FALSE
0015000000mOrCeAAK,5,5,North America,High Tech,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,4/22/2015,FALSE
0015000000mP8IIAA0,1,4,North America,Healthcare,481219,Other Nonscheduled Air Transportation ,7/31/2013,FALSE
0015000000mPBgKAAW,1,4,North America,Banking,522291,Consumer Lending ,9/30/2015,FALSE
0015000000mPmOQAA0,3,6,North America,Retail,446120,"Cosmetics, Beauty Supplies, and Perfume Stores ",3/12/2021,FALSE
0015000000mQ6EWAA0,5,7,EMEA,Professional & Business Services,551112,Offices of Other Holding Companies ,10/12/2009,FALSE
0015000000mQC3RAAW,2,3,North America,Retail,445310,"Beer, Wine, and Liquor Stores ",9/30/2014,FALSE
0015000000mQNugAAG,2,5,North America,Consumer Products,315240,"Women<92>s, Girls<92>, and Infants<92> Cut and Sew Apparel Manufacturing ",5/15/2015,FALSE
0015000000mQPkmAAG,2,5,North America,Government,921110,Executive Offices ,6/13/2013,FALSE
0015000000mQRoIAAW,1,1,North America,Banking,551111,Offices of Bank Holding Companies ,11/30/2016,FALSE
0015000000mQtvjAAC,5,6,North America,Government,921110,Executive Offices ,6/1/2015,FALSE
0015000000mR1h0AAC,1,3,North America,Engineering Construction & Operation,444130,Hardware Stores ,1/24/2018,FALSE
0015000000mRC64AAG,1,1,North America,Professional & Business Services,541214,Payroll Services ,8/23/2013,FALSE
0015000000mRIGVAA4,2,5,North America,Life Sciences,339114,Dental Equipment and Supplies Manufacturing ,11/18/2009,FALSE
0015000000mRIZiAAO,1,3,North America,Healthcare,813920,Professional Organizations ,4/13/2015,FALSE
0015000000Ms9nsAAB,4,7,North America,Manufacturing,334519,Other Measuring and Controlling Device Manufacturing ,6/28/2007,FALSE
0015000000MudsaAAB,3,6,North America,Professional & Business Services,541611,Administrative Management and General Management Consulting Services ,11/2/2007,FALSE
0015000000Mv73bAAB,6,8,North America,High Tech,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,4/20/2009,FALSE
0015000000MvJxWAAV,2,3,North America,Insurance,524126,Direct Property and Casualty Insurance Carriers ,1/22/2010,FALSE
0015000000MWHwlAAH,2,6,North America,Government,921110,Executive Offices ,1/27/2016,FALSE
0015000000N9ifuAAB,6,8,North America,Telecommunications,443142,Electronics Stores ,6/21/2011,FALSE
0015000000NAHOqAAP,2,5,North America,Education,611310,"Colleges, Universities, and Professional Schools ",4/16/2008,FALSE
0015000000nBmI1AAK,2,4,North America,Manufacturing,334516,Analytical Laboratory Instrument Manufacturing ,12/31/2018,FALSE
0015000000nBmNFAA0,1,1,North America,High Tech,519190,All Other Information Services,9/22/2015,FALSE
0015000000nBs3AAAS,2,3,North America,Wholesale,424490,Other Grocery and Related Products Merchant Wholesalers ,4/27/2017,FALSE
0015000000NBWyWAAX,2,6,North America,Media,721110,Hotels (except Casino Hotels) and Motels ,7/21/2008,FALSE
0015000000nC3e3AAC,2,5,North America,High Tech,334210,Telephone Apparatus Manufacturing,5/18/2018,FALSE
0015000000nCmTfAAK,1,2,North America,Consumer Products,32599,NA,3/17/2017,FALSE
0015000000nCQyCAAW,3,6,North America,Professional & Business Services,541512,Computer Systems Design Services ,2/14/2014,FALSE
0015000000nCWCEAA4,4,7,EMEA,Life Sciences,325412,Pharmaceutical Preparation Manufacturing ,11/8/2011,FALSE
0015000000nCXESAA4,3,5,North America,Manufacturing,311221,Wet Corn Milling ,12/2/2015,FALSE
0015000000nD268AAC,2,3,North America,Insurance,524113,Direct Life Insurance Carriers ,12/2/2016,FALSE
0015000000nD4BSAA0,1,4,North America,High Tech,518210,"Data Processing, Hosting, and Related Services",2/10/2020,FALSE
0015000000nD9jFAAS,6,8,APAC,Consumer Products,339930,"Doll, Toy, and Game Manufacturing",3/23/2009,FALSE
0015000000nDfNGAA0,2,1,EMEA,Banking,522298,All Other Nondepository Credit Intermediation ,5/12/2014,FALSE
0015000000nDH5sAAG,1,2,North America,Healthcare,524114,Direct Health and Medical Insurance Carriers ,9/29/2016,FALSE
0015000000nDQApAAO,2,5,North America,Media,517311,NA,10/4/2016,FALSE
0015000000nDQbiAAG,5,6,EMEA,Utilities,551112,Offices of Other Holding Companies ,3/21/2013,FALSE
0015000000nDQbRAAW,1,2,North America,Utilities,221118,Other Electric Power Generation ,5/18/2021,FALSE
0015000000nDQcGAAW,1,2,EMEA,Telecommunications,517911,Telecommunications Resellers ,5/19/2021,FALSE
0015000000nDQcjAAG,3,5,North America,Utilities,221210,Natural Gas Distribution ,11/21/2016,FALSE
0015000000nDQcMAAW,2,2,North America,Utilities,221210,Natural Gas Distribution ,3/28/2019,FALSE
0015000000nDQcQAAW,2,2,North America,Utilities,221210,Natural Gas Distribution ,11/17/2020,FALSE
0015000000nDQcTAAW,1,3,North America,Utilities,221210,Natural Gas Distribution ,5/17/2012,FALSE
0015000000nDQcWAAW,2,1,North America,Oil & Gas,211120,NA,3/9/2021,FALSE
0015000000nDQeYAAW,2,5,EMEA,Government,921190,Other General Government Support ,3/31/2017,FALSE
0015000000nDQf3AAG,1,2,North America,Engineering Construction & Operation,236220,Commercial and Institutional Building Construction ,11/29/2012,FALSE
0015000000nDQgqAAG,3,6,North America,Consumer Products,311230,Breakfast Cereal Manufacturing,4/13/2012,FALSE
0015000000nDQgyAAG,1,2,North America,Consumer Products,311313,Beet Sugar Manufacturing ,1/4/2019,FALSE
0015000000nDQHEAA4,2,6,North America,Healthcare,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,9/30/2019,FALSE
0015000000nDQhfAAG,5,8,North America,Consumer Products,311520,Ice Cream and Frozen Dessert Manufacturing,5/8/2009,FALSE
0015000000nDQIBAA4,2,3,North America,Healthcare,561320,Temporary Help Services,1/10/2012,FALSE
0015000000nDQivAAG,2,5,North America,Consumer Products,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing ",9/19/2011,FALSE
0015000000nDQIYAA4,1,4,North America,Manufacturing,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,3/28/2019,FALSE
0015000000nDQJoAAO,1,3,North America,Utilities,221122,Electric Power Distribution ,3/21/2016,FALSE
0015000000nDQKbAAO,2,4,North America,Utilities,221118,Other Electric Power Generation ,4/30/2012,FALSE
0015000000nDQKdAAO,3,4,North America,Utilities,221118,Other Electric Power Generation ,3/31/2017,FALSE
0015000000nDQKgAAO,4,5,North America,Utilities,221118,Other Electric Power Generation ,11/21/2019,FALSE
0015000000nDQKwAAO,3,4,North America,Retail,447190,Other Gasoline Stations ,3/27/2017,FALSE
0015000000nDQMFAA4,3,6,EMEA,Manufacturing,488999,All Other Support Activities for Transportation ,11/21/2016,FALSE
0015000000nDQmIAAW,3,6,North America,Consumer Products,311615,Poultry Processing ,2/12/2019,FALSE
0015000000nDQMuAAO,2,5,North America,Manufacturing,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,1/25/2019,FALSE
0015000000nDQN3AAO,2,4,North America,Manufacturing,333912,Air and Gas Compressor Manufacturing ,9/30/2011,FALSE
0015000000nDQNpAAO,3,6,North America,Manufacturing,337110,Wood Kitchen Cabinet and Countertop Manufacturing,4/25/2012,FALSE
0015000000nDQOgAAO,3,7,EMEA,Professional & Business Services,551112,Offices of Other Holding Companies ,7/16/2020,FALSE
0015000000nDQokAAG,3,5,North America,Consumer Products,311942,Spice and Extract Manufacturing ,9/30/2019,FALSE
0015000000nDQONAA4,1,5,North America,Retail,442110,Furniture Stores ,3/16/2020,FALSE
0015000000nDQPGAA4,1,3,North America,High Tech,519190,All Other Information Services,12/31/2020,FALSE
0015000000nDQPHAA4,1,3,North America,Banking,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities ",9/9/2014,FALSE
0015000000nDQPnAAO,1,2,EMEA,Professional & Business Services,541219,Other Accounting Services ,3/29/2016,FALSE
0015000000nDQPTAA4,3,4,North America,Telecommunications,517312,NA,3/8/2012,FALSE
0015000000nDQQlAAO,1,3,North America,Banking,525990,Other Financial Vehicles ,4/19/2011,TRUE
0015000000nDQQoAAO,2,4,North America,Banking,523930,Investment Advice ,3/14/2014,TRUE
0015000000nDQQpAAO,4,6,North America,Banking,523110,Investment Banking and Securities Dealing ,1/3/2011,TRUE
0015000000nDQQqAAO,4,6,North America,Banking,525990,Other Financial Vehicles ,7/6/2012,TRUE
0015000000nDQRRAA4,3,6,North America,Healthcare,621511,Medical Laboratories ,10/1/2020,FALSE
0015000000nDQrVAAW,2,5,North America,Wholesale,424490,Other Grocery and Related Products Merchant Wholesalers ,5/8/2017,FALSE
0015000000nDqs4AAC,1,4,North America,Chemicals,325199,All Other Basic Organic Chemical Manufacturing ,5/21/2021,FALSE
0015000000nDQsTAAW,3,4,North America,Consumer Products,312130,Wineries ,3/1/2011,FALSE
0015000000nDQsxAAG,4,6,EMEA,Consumer Products,312130,Wineries ,9/19/2017,FALSE
0015000000nDQtaAAG,1,3,North America,Manufacturing,313210,Broadwoven Fabric Mills,9/24/2019,FALSE
0015000000nDQtDAAW,5,6,EMEA,Consumer Products,312230,Tobacco Manufacturing ,10/3/2016,FALSE
0015000000nDqTkAAK,3,5,North America,Chemicals,325211,Plastics Material and Resin Manufacturing ,12/18/2015,FALSE
0015000000nDQtxAAG,1,3,North America,Manufacturing,314110,Carpet and Rug Mills,1/4/2017,FALSE
0015000000nDQtzAAG,3,6,North America,Manufacturing,314110,Carpet and Rug Mills,10/24/2017,FALSE
0015000000nDqUFAA0,3,3,North America,Consumer Products,424510,Grain and Field Bean Merchant Wholesalers ,3/19/2014,FALSE
0015000000nDQUvAAO,2,4,North America,Mining,212111,Bituminous Coal and Lignite Surface Mining ,6/25/2012,FALSE
0015000000nDqv0AAC,3,5,North America,Banking,531210,Offices of Real Estate Agents and Brokers,8/11/2016,FALSE
0015000000nDQV1AAO,2,3,North America,Government,221118,Other Electric Power Generation ,9/13/2019,FALSE
0015000000nDqv6AAC,3,5,North America,Professional & Business Services,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,6/14/2019,FALSE
0015000000nDqVdAAK,2,4,North America,Manufacturing,332911,Industrial Valve Manufacturing ,8/29/2018,FALSE
0015000000nDQVIAA4,3,3,North America,Utilities,221118,Other Electric Power Generation ,6/26/2015,FALSE
0015000000nDQVJAA4,3,4,North America,Utilities,221210,Natural Gas Distribution ,6/23/2011,FALSE
0015000000nDQwpAAG,2,5,EMEA,Professional & Business Services,551112,Offices of Other Holding Companies ,5/31/2019,FALSE
0015000000nDqXAAA0,2,4,North America,Automotive,335312,Motor and Generator Manufacturing ,11/9/2010,FALSE
0015000000nDqXvAAK,2,4,North America,Oil & Gas,324191,Petroleum Lubricating Oil and Grease Manufacturing ,11/24/2017,FALSE
0015000000nDQy4AAG,4,7,North America,Manufacturing,322130,Paperboard Mills ,1/28/2009,FALSE
0015000000nDQY6AAO,4,5,North America,Utilities,221118,Other Electric Power Generation ,7/29/2016,FALSE
0015000000nDQyRAAW,2,4,North America,Manufacturing,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,3/25/2019,FALSE
0015000000nDQyTAAW,3,6,EMEA,Consumer Products,315220,Men<92>s and Boys<92> Cut and Sew Apparel Manufacturing ,8/10/2016,FALSE
0015000000nDqZmAAK,2,5,North America,Manufacturing,321911,Wood Window and Door Manufacturing ,3/23/2018,FALSE
0015000000nDR0aAAG,6,7,EMEA,Oil & Gas,447190,Other Gasoline Stations ,7/27/2007,FALSE
0015000000nDR0FAAW,2,1,North America,Oil & Gas,324110,Petroleum Refineries,6/22/2018,FALSE
0015000000nDr0MAAS,2,3,North America,Professional & Business Services,561311,Employment Placement Agencies ,7/2/2018,FALSE
0015000000nDR1yAAG,4,5,EMEA,Engineering Construction & Operation,541330,Engineering Services,11/17/2020,FALSE
0015000000nDR2uAAG,1,2,North America,Chemicals,325211,Plastics Material and Resin Manufacturing ,3/29/2019,FALSE
0015000000nDR2UAAW,2,3,North America,Chemicals,325199,All Other Basic Organic Chemical Manufacturing ,11/23/2015,FALSE
0015000000nDR3AAAW,2,5,North America,Chemicals,325211,Plastics Material and Resin Manufacturing ,9/19/2017,FALSE
0015000000nDR3ZAAW,3,5,North America,Chemicals,325312,Phosphatic Fertilizer Manufacturing ,8/15/2013,FALSE
0015000000nDR6IAAW,3,7,EMEA,Life Sciences,325412,Pharmaceutical Preparation Manufacturing ,9/18/2013,FALSE
0015000000nDR6VAAW,5,8,EMEA,Life Sciences,325412,Pharmaceutical Preparation Manufacturing ,12/18/2015,FALSE
0015000000nDR75AAG,3,4,North America,Life Sciences,325412,Pharmaceutical Preparation Manufacturing ,2/13/2015,FALSE
0015000000nDR77AAG,4,4,North America,Life Sciences,325412,Pharmaceutical Preparation Manufacturing ,6/19/2014,FALSE
0015000000nDR7uAAG,4,7,North America,Chemicals,325611,Soap and Other Detergent Manufacturing ,9/19/2011,FALSE
0015000000nDR8GAAW,1,4,North America,Chemicals,325612,Polish and Other Sanitation Good Manufacturing ,3/15/2019,FALSE
0015000000nDR9bAAG,4,7,North America,Banking,512191,Teleproduction and Other Postproduction Services ,12/23/2014,FALSE
0015000000nDR9VAAW,2,6,North America,Manufacturing,325620,Toilet Preparation Manufacturing,4/17/2008,FALSE
0015000000nDRadAAG,2,5,North America,Engineering Construction & Operation,335129,Other Lighting Equipment Manufacturing ,6/21/2012,FALSE
0015000000nDRAIAA4,1,3,North America,Consumer Products,311930,Flavoring Syrup and Concentrate Manufacturing,5/1/2019,FALSE
0015000000nDRAjAAO,3,6,North America,Manufacturing,326199,All Other Plastics Product Manufacturing ,12/21/2012,FALSE
0015000000nDraTAAS,2,6,North America,Professional & Business Services,541715,NA,1/22/2008,FALSE
0015000000nDRbXAAW,2,5,North America,Manufacturing,335312,Motor and Generator Manufacturing ,1/31/2019,FALSE
0015000000nDRCbAAO,2,5,North America,Manufacturing,324122,Asphalt Shingle and Coating Materials Manufacturing ,11/15/2016,FALSE
0015000000nDRcjAAG,1,4,North America,Professional & Business Services,551112,Offices of Other Holding Companies ,2/28/2011,FALSE
0015000000nDRcMAAW,2,5,North America,Manufacturing,335931,Current-Carrying Wiring Device Manufacturing ,9/28/2018,FALSE
0015000000nDrcsAAC,3,7,North America,Travel & Transportation,481111,Scheduled Passenger Air Transportation ,1/10/2011,TRUE
0015000000nDrcXAAS,3,4,North America,Insurance,524113,Direct Life Insurance Carriers ,6/30/2016,FALSE
0015000000nDrd7AAC,4,7,North America,Banking,525990,Other Financial Vehicles ,5/4/2012,FALSE
0015000000nDrd9AAC,3,3,North America,Manufacturing,335911,Storage Battery Manufacturing ,10/17/2012,FALSE
0015000000nDrdHAAS,2,3,North America,Engineering Construction & Operation,237210,Land Subdivision ,6/12/2020,FALSE
0015000000nDrdlAAC,2,2,North America,Banking,525990,Other Financial Vehicles ,2/11/2011,TRUE
0015000000nDrdNAAS,3,5,North America,Banking,523120,Securities Brokerage ,6/29/2018,FALSE
0015000000nDRdyAAG,3,6,North America,Automotive,336999,All Other Transportation Equipment Manufacturing ,11/21/2014,FALSE
0015000000nDRE5AAO,2,4,North America,Manufacturing,331110,Iron and Steel Mills and Ferroalloy Manufacturing ,6/11/2020,FALSE
0015000000nDreDAAS,2,4,Latin America,Banking,522110,Commercial Banking ,6/22/2020,FALSE
0015000000nDrEeAAK,2,4,North America,Consumer Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing ",7/7/2020,FALSE
0015000000nDrejAAC,5,7,North America,Insurance,524126,Direct Property and Casualty Insurance Carriers ,11/16/2011,FALSE
0015000000nDReLAAW,3,6,North America,Automotive,336390,Other Motor Vehicle Parts Manufacturing,3/17/2021,FALSE
0015000000nDReMAAW,4,6,EMEA,Automotive,541330,Engineering Services,12/4/2019,FALSE
0015000000nDReSAAW,4,8,North America,Automotive,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,6/3/2016,FALSE
0015000000nDrf9AAC,2,4,North America,Banking,522110,Commercial Banking ,10/10/2019,FALSE
0015000000nDrfbAAC,4,7,North America,Professional & Business Services,541715,NA,12/14/2010,FALSE
0015000000nDrfKAAS,2,5,North America,Banking,523910,Miscellaneous Intermediation ,8/14/2009,FALSE
0015000000nDRFPAA4,2,4,North America,Manufacturing,331420,"Copper Rolling, Drawing, Extruding, and Alloying",11/19/2012,FALSE
0015000000nDRfWAAW,4,7,North America,Automotive,336390,Other Motor Vehicle Parts Manufacturing,11/21/2019,FALSE
0015000000nDRgiAAG,3,6,North America,Manufacturing,336510,Railroad Rolling Stock Manufacturing,3/30/2021,FALSE
0015000000nDRGnAAO,1,3,North America,Manufacturing,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,10/9/2020,FALSE
0015000000nDRgOAAW,2,4,North America,Manufacturing,332911,Industrial Valve Manufacturing ,10/2/2018,FALSE
0015000000nDRgPAAW,2,5,EMEA,Professional & Business Services,551112,Offices of Other Holding Companies ,11/23/2020,FALSE
0015000000nDRgQAAW,2,5,North America,Manufacturing,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",12/29/2020,FALSE
0015000000nDrgVAAS,1,3,North America,Banking,523120,Securities Brokerage ,12/11/2014,TRUE
0015000000nDrgWAAS,1,3,North America,Banking,523910,Miscellaneous Intermediation ,6/3/2020,FALSE
0015000000nDRgXAAW,1,4,North America,Aerospace & Defense,336414,Guided Missile and Space Vehicle Manufacturing ,1/11/2019,FALSE
0015000000nDrgYAAS,1,3,North America,Banking,522110,Commercial Banking ,12/29/2017,FALSE
0015000000nDrh0AAC,1,5,North America,Banking,523910,Miscellaneous Intermediation ,3/11/2016,TRUE
0015000000nDRh8AAG,2,5,North America,Manufacturing,333618,Other Engine Equipment Manufacturing ,6/8/2015,FALSE
0015000000nDrhBAAS,3,4,North America,Banking,523120,Securities Brokerage ,4/10/2014,FALSE
0015000000nDRHcAAO,1,3,North America,High Tech,334417,Electronic Connector Manufacturing ,10/27/2017,FALSE
0015000000nDRhgAAG,1,4,North America,Consumer Products,337110,Wood Kitchen Cabinet and Countertop Manufacturing,6/26/2020,FALSE
0015000000nDRhhAAG,3,6,North America,Consumer Products,337127,Institutional Furniture Manufacturing ,1/3/2012,FALSE
0015000000nDRHIAA4,4,6,North America,Manufacturing,332431,Metal Can Manufacturing ,12/4/2020,FALSE
0015000000nDrhUAAS,1,5,North America,Retail,453910,Pet and Pet Supplies Stores ,1/6/2021,TRUE
0015000000nDRiDAAW,2,5,North America,Consumer Products,337121,Upholstered Household Furniture Manufacturing ,12/31/2018,FALSE
0015000000nDRIIAA4,2,5,North America,Manufacturing,332991,Ball and Roller Bearing Manufacturing,9/29/2020,FALSE
0015000000nDrj0AAC,1,4,North America,Healthcare,524114,Direct Health and Medical Insurance Carriers ,6/30/2020,FALSE
0015000000nDrj5AAC,2,4,North America,Manufacturing,333517,Machine Tool Manufacturing ,12/14/2012,FALSE
0015000000nDRJeAAO,1,3,North America,Manufacturing,333120,Construction Machinery Manufacturing,10/23/2014,FALSE
0015000000nDRJmAAO,1,4,North America,Manufacturing,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing ",8/9/2011,FALSE
0015000000nDRjoAAG,2,4,North America,Consumer Products,337910,Mattress Manufacturing,1/19/2021,FALSE
0015000000nDRjrAAG,1,3,North America,Consumer Products,337910,Mattress Manufacturing,10/9/2019,FALSE
0015000000nDrkeAAC,1,4,North America,Manufacturing,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",3/8/2021,TRUE
0015000000nDRkfAAG,1,3,North America,Life Sciences,339112,Surgical and Medical Instrument Manufacturing ,6/22/2016,FALSE
0015000000nDrkpAAC,2,5,North America,Banking,525990,Other Financial Vehicles ,1/3/2012,TRUE
0015000000nDRKVAA4,1,4,North America,Manufacturing,326199,All Other Plastics Product Manufacturing ,6/21/2019,FALSE
0015000000nDRkvAAG,2,5,North America,Life Sciences,339112,Surgical and Medical Instrument Manufacturing ,9/2/2010,FALSE
0015000000nDRkzAAG,4,6,North America,Life Sciences,339112,Surgical and Medical Instrument Manufacturing ,11/17/2009,FALSE
0015000000nDRlhAAG,3,5,North America,Life Sciences,339113,Surgical Appliance and Supplies Manufacturing ,7/9/2008,FALSE
0015000000nDRLlAAO,2,4,North America,Manufacturing,333241,Food Product Machinery Manufacturing ,9/30/2020,FALSE
0015000000nDRLmAAO,2,5,North America,Manufacturing,335220,NA,8/25/2020,FALSE
0015000000nDRlqAAG,2,5,North America,Healthcare,339114,Dental Equipment and Supplies Manufacturing ,4/23/2020,FALSE
0015000000nDRlUAAW,2,4,North America,Life Sciences,339112,Surgical and Medical Instrument Manufacturing ,6/30/2012,FALSE
0015000000nDRlxAAG,2,5,North America,Life Sciences,339115,Ophthalmic Goods Manufacturing ,3/15/2019,FALSE
0015000000nDRlXAAW,6,3,North America,Life Sciences,339112,Surgical and Medical Instrument Manufacturing ,7/2/2015,TRUE
0015000000nDRMlAAO,2,5,North America,Manufacturing,333515,Cutting Tool and Machine Tool Accessory Manufacturing ,6/28/2019,FALSE
0015000000nDRmqAAG,1,3,North America,Retail,339920,Sporting and Athletic Goods Manufacturing,8/19/2010,FALSE
0015000000nDRMtAAO,1,4,North America,Automotive,333613,Mechanical Power Transmission Equipment Manufacturing ,12/5/2013,FALSE
0015000000nDRNKAA4,2,4,North America,Manufacturing,333914,NA,8/6/2009,FALSE
0015000000nDRNLAA4,3,5,North America,Utilities,333914,NA,4/4/2016,FALSE
0015000000nDrnNAAS,2,5,North America,Banking,525990,Other Financial Vehicles ,5/6/2016,TRUE
0015000000nDRNxAAO,2,3,North America,Manufacturing,333993,Packaging Machinery Manufacturing ,9/28/2018,FALSE
0015000000nDROAAA4,1,3,EMEA,Manufacturing,333618,Other Engine Equipment Manufacturing ,12/9/2010,FALSE
0015000000nDROBAA4,2,5,North America,Manufacturing,333914,NA,5/4/2010,FALSE
0015000000nDROeAAO,2,3,North America,High Tech,334111,Electronic Computer Manufacturing ,7/24/2020,FALSE
0015000000nDROiAAO,1,5,North America,High Tech,334111,Electronic Computer Manufacturing ,5/12/2020,FALSE
0015000000nDrqhAAC,2,5,North America,Banking,523910,Miscellaneous Intermediation ,7/29/2008,TRUE
0015000000nDRrIAAW,3,5,North America,Life Sciences,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ",12/11/2013,FALSE
0015000000nDRrJAAW,3,4,North America,Life Sciences,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ",6/29/2018,FALSE
0015000000nDrtFAAS,1,3,North America,Banking,523920,Portfolio Management ,1/6/2010,FALSE
0015000000nDRThAAO,2,1,North America,High Tech,334310,Audio and Video Equipment Manufacturing,11/18/2015,FALSE
0015000000nDRUlAAO,1,3,North America,High Tech,334210,Telephone Apparatus Manufacturing,3/22/2021,FALSE
0015000000nDRVMAA4,3,5,North America,High Tech,334413,Semiconductor and Related Device Manufacturing ,5/11/2021,FALSE
0015000000nDRVTAA4,2,6,North America,High Tech,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",12/16/2020,FALSE
0015000000nDRvtAAG,1,3,EMEA,Wholesale,423830,Industrial Machinery and Equipment Merchant Wholesalers ,5/5/2021,FALSE
0015000000nDRXlAAO,2,5,North America,Manufacturing,334517,Irradiation Apparatus Manufacturing ,6/30/2017,FALSE
0015000000nDRXVAA4,1,4,North America,Life Sciences,339112,Surgical and Medical Instrument Manufacturing ,11/30/2018,FALSE
0015000000nDRXxAAO,1,4,North America,Manufacturing,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",9/30/2020,FALSE
0015000000nDRyaAAG,2,4,North America,Manufacturing,423830,Industrial Machinery and Equipment Merchant Wholesalers ,7/27/2017,FALSE
0015000000nDRYbAAO,2,4,North America,High Tech,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,8/2/2018,FALSE
0015000000nDryiAAC,2,4,North America,Banking,522310,Mortgage and Nonmortgage Loan Brokers ,6/29/2020,FALSE
0015000000nDRYJAA4,2,4,North America,Manufacturing,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",9/30/2015,FALSE
0015000000nDRYLAA4,2,4,EMEA,Manufacturing,334519,Other Measuring and Controlling Device Manufacturing ,9/4/2018,FALSE
0015000000nDRYMAA4,3,5,North America,Manufacturing,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",6/29/2010,FALSE
0015000000nDRYUAA4,2,4,North America,High Tech,334519,Other Measuring and Controlling Device Manufacturing ,2/4/2015,FALSE
0015000000nDRYxAAO,2,5,North America,Life Sciences,333997,Scale and Balance Manufacturing ,3/16/2010,FALSE
0015000000nDS0GAAW,2,2,North America,Wholesale,424130,Industrial and Personal Service Paper Merchant Wholesalers ,5/29/2013,FALSE
0015000000nDS2pAAG,3,2,North America,Wholesale,424470,Meat and Meat Product Merchant Wholesalers ,6/28/2019,FALSE
0015000000nDS2wAAG,5,5,North America,Wholesale,424490,Other Grocery and Related Products Merchant Wholesalers ,8/19/2010,FALSE
0015000000nDs4GAAS,6,8,North America,Healthcare,622110,General Medical and Surgical Hospitals ,1/19/2012,FALSE
0015000000nDs4KAAS,3,7,North America,Healthcare,622110,General Medical and Surgical Hospitals ,11/9/2011,FALSE
0015000000nDs56AAC,2,5,North America,Healthcare,622110,General Medical and Surgical Hospitals ,5/2/2014,FALSE
0015000000nDS7XAAW,2,4,North America,Consumer Products,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing ",7/18/2019,FALSE
0015000000nDSaCAAW,2,6,North America,Retail,446120,"Cosmetics, Beauty Supplies, and Perfume Stores ",4/29/2019,FALSE
0015000000nDSATAA4,3,5,North America,Wholesale,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers ,4/26/2019,FALSE
0015000000nDsfpAAC,2,3,North America,Telecommunications,517911,Telecommunications Resellers ,1/7/2013,TRUE
0015000000nDSfRAAW,1,4,North America,Retail,451110,Sporting Goods Stores ,12/27/2013,FALSE
0015000000nDSfTAAW,1,5,EMEA,Retail,448140,Family Clothing Stores ,9/25/2018,FALSE
0015000000nDSh8AAG,3,4,North America,Retail,454110,NA,8/6/2009,FALSE
0015000000nDShhAAG,2,5,North America,Retail,451211,Book Stores ,9/10/2010,FALSE
0015000000nDShNAAW,3,7,North America,Retail,451120,"Hobby, Toy, and Game Stores ",2/4/2020,FALSE
0015000000nDSiDAAW,2,4,North America,Retail,452319,NA,3/29/2019,FALSE
0015000000nDSieAAG,1,5,North America,Retail,452319,NA,4/15/2021,FALSE
0015000000nDSj5AAG,1,3,North America,Retail,454110,NA,6/21/2011,FALSE
0015000000nDSlrAAG,1,4,North America,Manufacturing,454110,NA,9/29/2011,FALSE
0015000000nDsLyAAK,2,5,North America,High Tech,518210,"Data Processing, Hosting, and Related Services",2/1/2011,FALSE
0015000000nDSmAAAW,4,4,North America,Retail,454390,Other Direct Selling Establishments ,3/13/2014,FALSE
