UltimateParentAccountID,Quarter,Product,ARR,QuotaRelief
0015000000nDSeuAAG,2018 Q1,EX,139685146.9,NA
0015000000nDSeuAAG,2019 Q1,EX,0,NA
0015000000nDSeuAAG,2017 Q2,EX,555158630.4,NA
0015000000nDSeuAAG,2018 Q2,EX,0,NA
0015000000nDSeuAAG,2017 Q3,EX,333094060.3,NA
0015000000nDSeuAAG,2018 Q3,EX,0,NA
0015000000nDSeuAAG,2017 Q4,EX,333094240.6,NA
0015000000nDSeuAAG,2018 Q4,EX,0,NA
0015000000nDsfpAAC,2017 Q1,EX,473224773,NA
0015000000nDsfpAAC,2017 Q1,RC,229950537.7,NA
0015000000nDsfpAAC,2018 Q1,RC,101946391.3,NA
0015000000nDsfpAAC,2018 Q1,EX,712131706.1,NA
0015000000nDsfpAAC,2019 Q1,RC,298635469.6,NA
0015000000nDsfpAAC,2019 Q1,EX,676699217.8,30629360
0015000000nDsfpAAC,2020 Q1,EX,992735375,NA
0015000000nDsfpAAC,2021 Q1,EX,1114785421,NA
0015000000nDsfpAAC,2017 Q2,EX,473222488.9,238909008
0015000000nDsfpAAC,2017 Q2,RC,229949996.8,NA
0015000000nDsfpAAC,2018 Q2,RC,197521366.1,NA
0015000000nDsfpAAC,2018 Q2,EX,712138618.2,NA
0015000000nDsfpAAC,2019 Q2,RC,298636311,NA
0015000000nDsfpAAC,2019 Q2,EX,713603161.1,202919510
0015000000nDsfpAAC,2020 Q2,EX,992729003.7,NA
0015000000nDsfpAAC,2021 Q2,EX,1114796601,NA
0015000000nDsfpAAC,2017 Q3,EX,1169577211,NA
0015000000nDsfpAAC,2017 Q3,RC,229949996.8,NA
0015000000nDsfpAAC,2018 Q3,RC,197521366.1,NA
0015000000nDsfpAAC,2018 Q3,EX,612586970.3,NA
0015000000nDsfpAAC,2019 Q3,RC,298636311,NA
0015000000nDsfpAAC,2019 Q3,EX,992734593.6,NA
0015000000nDsfpAAC,2020 Q3,EX,1114785421,0
0015000000nDsfpAAC,2017 Q4,EX,712131706.1,NA
0015000000nDsfpAAC,2017 Q4,RC,111261619.5,NA
0015000000nDsfpAAC,2018 Q4,RC,223621375.7,145489460
0015000000nDsfpAAC,2018 Q4,EX,612587150.6,NA
0015000000nDsfpAAC,2019 Q4,RC,221574766.3,NA
0015000000nDsfpAAC,2019 Q4,EX,992735375,NA
0015000000nDsfpAAC,2020 Q4,EX,1114785421,NA
0015000000nDSfRAAW,2017 Q1,EX,203685416.9,NA
0015000000nDSfRAAW,2018 Q1,EX,203685416.9,NA
0015000000nDSfRAAW,2019 Q1,EX,203685416.9,NA
0015000000nDSfRAAW,2020 Q1,EX,237522090.8,NA
0015000000nDSfRAAW,2021 Q1,RC,31326647.26,NA
0015000000nDSfRAAW,2021 Q1,EX,244671699.8,NA
0015000000nDSfRAAW,2017 Q2,EX,203685116.4,NA
0015000000nDSfRAAW,2018 Q2,EX,203685116.4,NA
0015000000nDSfRAAW,2019 Q2,EX,203685116.4,NA
0015000000nDSfRAAW,2020 Q2,EX,237522391.3,NA
0015000000nDSfRAAW,2021 Q2,RC,31327428.64,NA
0015000000nDSfRAAW,2021 Q2,EX,244669956.7,NA
0015000000nDSfRAAW,2017 Q3,EX,203685116.4,NA
0015000000nDSfRAAW,2018 Q3,EX,203685116.4,NA
0015000000nDSfRAAW,2019 Q3,EX,203685116.4,34488659.36
0015000000nDSfRAAW,2020 Q3,RC,31327428.64,30113102.14
0015000000nDSfRAAW,2020 Q3,EX,237522391.3,NA
0015000000nDSfRAAW,2017 Q4,EX,131410353.6,NA
0015000000nDSfRAAW,2017 Q4,EX,72275063.35,NA
0015000000nDSfRAAW,2018 Q4,EX,203685416.9,NA
0015000000nDSfRAAW,2019 Q4,EX,225516517.9,NA
0015000000nDSfRAAW,2020 Q4,RC,31326647.26,NA
0015000000nDSfRAAW,2020 Q4,EX,242141838.1,7228528.96
0015000000nDSfTAAW,2019 Q1,RC,289343682.7,NA
0015000000nDSfTAAW,2020 Q1,RC,464697534.4,239869391.6
0015000000nDSfTAAW,2021 Q1,RC,509479511.3,0
0015000000nDSfTAAW,2019 Q2,RC,289345966.7,NA
0015000000nDSfTAAW,2020 Q2,RC,712319357,NA
0015000000nDSfTAAW,2021 Q2,RC,598036569.4,NA
0015000000nDSfTAAW,2018 Q3,RC,57869938.66,290978920
0015000000nDSfTAAW,2019 Q3,RC,230549974.9,13628227.44
0015000000nDSfTAAW,2020 Q3,RC,578919254.3,NA
0015000000nDSfTAAW,2018 Q4,RC,289343682.7,NA
0015000000nDSfTAAW,2019 Q4,RC,285861742,NA
0015000000nDSfTAAW,2020 Q4,RC,426459298,NA
0015000000nDSfZAAW,2019 Q1,RC,106082886.4,126541372.2
0015000000nDSfZAAW,2020 Q1,RC,131543788.9,NA
0015000000nDSfZAAW,2021 Q1,RC,152586900.2,NA
0015000000nDSfZAAW,2019 Q2,RC,131542406.4,NA
0015000000nDSfZAAW,2020 Q2,RC,152586359.3,7673114.12
0015000000nDSfZAAW,2019 Q3,RC,131542406.4,NA
0015000000nDSfZAAW,2020 Q3,RC,152586359.3,NA
0015000000nDSfZAAW,2019 Q4,RC,131543788.9,NA
0015000000nDSfZAAW,2020 Q4,RC,152586900.2,NA
0015000000nDSh8AAG,2017 Q1,RC,1502710761,NA
0015000000nDSh8AAG,2018 Q1,RC,1136836510,0
0015000000nDSh8AAG,2018 Q1,RC,402042436.7,0
0015000000nDSh8AAG,2019 Q1,RC,1151757825,NA
0015000000nDSh8AAG,2020 Q1,RC,2022645110,NA
0015000000nDSh8AAG,2021 Q1,RC,1974678717,0
0015000000nDSh8AAG,2017 Q2,RC,1502710400,NA
0015000000nDSh8AAG,2018 Q2,RC,0,NA
0015000000nDSh8AAG,2018 Q2,RC,402041234.6,NA
0015000000nDSh8AAG,2019 Q2,RC,1151756743,NA
0015000000nDSh8AAG,2020 Q2,RC,1959058970,NA
0015000000nDSh8AAG,2021 Q2,RC,1974680761,0
0015000000nDSh8AAG,2017 Q3,RC,1502710400,NA
0015000000nDSh8AAG,2018 Q3,RC,2601324361,NA
0015000000nDSh8AAG,2018 Q3,RC,402041234.6,NA
0015000000nDSh8AAG,2019 Q3,RC,1151756743,NA
0015000000nDSh8AAG,2020 Q3,RC,1959058970,NA
0015000000nDSh8AAG,2017 Q4,RC,1502745021,NA
0015000000nDSh8AAG,2018 Q4,RC,0,NA
0015000000nDSh8AAG,2019 Q4,RC,1151747006,842307400
0015000000nDSh8AAG,2020 Q4,RC,1959070391,0
0015000000nDShhAAG,2017 Q1,EX,76573844.62,NA
0015000000nDShhAAG,2017 Q1,RC,153147689.2,NA
0015000000nDShhAAG,2018 Q1,EX,76573844.62,NA
0015000000nDShhAAG,2018 Q1,RC,153147689.2,NA
0015000000nDShhAAG,2019 Q1,RC,160805795,NA
0015000000nDShhAAG,2019 Q1,EX,80401995.9,NA
0015000000nDShhAAG,2020 Q1,RC,168382757.6,NA
0015000000nDShhAAG,2021 Q1,RC,91040758.28,NA
0015000000nDShhAAG,2017 Q2,EX,76573604.2,NA
0015000000nDShhAAG,2017 Q2,RC,153139755.2,NA
0015000000nDShhAAG,2018 Q2,RC,48242339.55,7657340
0015000000nDShhAAG,2018 Q2,EX,76573604.2,NA
0015000000nDShhAAG,2018 Q2,RC,107194847.4,7657340
0015000000nDShhAAG,2019 Q2,RC,163061753.6,8040207
0015000000nDShhAAG,2019 Q2,EX,80402657.06,NA
0015000000nDShhAAG,2020 Q2,RC,117873339.9,NA
0015000000nDShhAAG,2021 Q2,RC,87842758.33,3828670
0015000000nDShhAAG,2017 Q3,EX,76569877.62,NA
0015000000nDShhAAG,2017 Q3,RC,153147208.4,NA
0015000000nDShhAAG,2018 Q3,RC,160805314.1,NA
0015000000nDShhAAG,2018 Q3,EX,76825147.81,3828670
0015000000nDShhAAG,2019 Q3,RC,168381435.3,NA
0015000000nDShhAAG,2019 Q3,EX,75040119.76,NA
0015000000nDShhAAG,2020 Q3,RC,91040157.22,0
0015000000nDShhAAG,2017 Q4,EX,76573844.62,NA
0015000000nDShhAAG,2017 Q4,RC,153147689.2,NA
0015000000nDShhAAG,2018 Q4,RC,160805795,NA
0015000000nDShhAAG,2018 Q4,EX,80401995.9,NA
0015000000nDShhAAG,2019 Q4,RC,168382757.6,NA
0015000000nDShhAAG,2020 Q4,RC,91040758.28,NA
0015000000nDShNAAW,2020 Q1,RC,565094994.1,566643160
0015000000nDShNAAW,2021 Q1,RC,608308204.3,0
0015000000nDShNAAW,2020 Q2,RC,565095535,NA
0015000000nDShNAAW,2021 Q2,RC,1961833403,726796426.1
0015000000nDShNAAW,2020 Q3,RC,565095535,NA
0015000000nDShNAAW,2020 Q4,RC,565094994.1,NA
0015000000nDSiDAAW,2020 Q1,CX,1581345640,NA
0015000000nDSiDAAW,2021 Q1,CX,2889552777,0
0015000000nDSiDAAW,2019 Q2,CX,692700818,NA
0015000000nDSiDAAW,2020 Q2,CX,542641074.6,221552421.7
0015000000nDSiDAAW,2021 Q2,CX,2740278920,539076736
0015000000nDSiDAAW,2019 Q3,CX,692700818,NA
0015000000nDSiDAAW,2020 Q3,CX,1391541164,866922072.6
0015000000nDSiDAAW,2019 Q4,CX,1552678684,443104690.3
0015000000nDSiDAAW,2020 Q4,CX,2700175594,0
0015000000nDSieAAG,2021 Q2,EX,287171511.9,286384516
0015000000nDSj5AAG,2017 Q1,RC,520698897.7,NA
0015000000nDSj5AAG,2018 Q1,RC,306293575.3,NA
0015000000nDSj5AAG,2018 Q1,CX,2481283960,NA
0015000000nDSj5AAG,2018 Q1,RC,0,NA
0015000000nDSj5AAG,2019 Q1,RC,306293575.3,NA
0015000000nDSj5AAG,2019 Q1,CX,3194950172,NA
0015000000nDSj5AAG,2020 Q1,RC,305456899.7,NA
0015000000nDSj5AAG,2020 Q1,CX,4601051954,1139667488
0015000000nDSj5AAG,2021 Q1,RC,306293575.3,NA
0015000000nDSj5AAG,2021 Q1,CX,4748317670,NA
0015000000nDSj5AAG,2017 Q2,RC,260351372.2,NA
0015000000nDSj5AAG,2018 Q2,RC,306294416.8,NA
0015000000nDSj5AAG,2018 Q2,CX,2481284020,NA
0015000000nDSj5AAG,2018 Q2,RC,0,NA
0015000000nDSj5AAG,2019 Q2,RC,306294416.8,NA
0015000000nDSj5AAG,2019 Q2,CX,3194948669,NA
0015000000nDSj5AAG,2020 Q2,RC,305455938.1,NA
0015000000nDSj5AAG,2020 Q2,CX,4294307945,NA
0015000000nDSj5AAG,2021 Q2,RC,306294416.8,NA
0015000000nDSj5AAG,2021 Q2,CX,4845080400,1828572792
0015000000nDSj5AAG,2017 Q3,RC,0,NA
0015000000nDSj5AAG,2018 Q3,RC,306294416.8,NA
0015000000nDSj5AAG,2018 Q3,CX,2481284020,NA
0015000000nDSj5AAG,2019 Q3,RC,306294416.8,NA
0015000000nDSj5AAG,2019 Q3,CX,3194948669,NA
0015000000nDSj5AAG,2020 Q3,RC,305455938.1,NA
0015000000nDSj5AAG,2020 Q3,CX,4748318091,0
0015000000nDSj5AAG,2017 Q4,RC,9879623.573,306293600
0015000000nDSj5AAG,2017 Q4,CX,240124079.7,2481284300
0015000000nDSj5AAG,2017 Q4,RC,0,306293600
0015000000nDSj5AAG,2018 Q4,RC,306289968.9,NA
0015000000nDSj5AAG,2018 Q4,CX,2550351166,713664088
0015000000nDSj5AAG,2019 Q4,RC,306262921.2,NA
0015000000nDSj5AAG,2019 Q4,CX,3211204037,88641367.84
0015000000nDSj5AAG,2020 Q4,RC,305485750.6,0
0015000000nDSj5AAG,2020 Q4,CX,4748317670,NA
0015000000nDSlrAAG,2019 Q1,RC,700677906.3,NA
0015000000nDSlrAAG,2020 Q1,RC,687278475.2,NA
0015000000nDSlrAAG,2021 Q1,RC,440677372.8,NA
0015000000nDSlrAAG,2019 Q2,RC,700679408.9,NA
0015000000nDSlrAAG,2020 Q2,RC,687276792.3,NA
0015000000nDSlrAAG,2021 Q2,RC,440678334.5,NA
0015000000nDSlrAAG,2018 Q3,RC,303628054.4,689160600
0015000000nDSlrAAG,2019 Q3,RC,692194004.2,NA
0015000000nDSlrAAG,2020 Q3,RC,340133555,0
0015000000nDSlrAAG,2018 Q4,RC,700677906.3,NA
0015000000nDSlrAAG,2019 Q4,RC,687278475.2,NA
0015000000nDSlrAAG,2020 Q4,RC,440677372.8,NA
0015000000nDsLyAAK,2017 Q1,RC,288707160.1,NA
0015000000nDsLyAAK,2017 Q1,RC,61753507.67,NA
0015000000nDsLyAAK,2017 Q1,CX,127555154.6,NA
0015000000nDsLyAAK,2017 Q1,CX,745376936.9,NA
0015000000nDsLyAAK,2018 Q1,CX,764928818.3,398181680
0015000000nDsLyAAK,2018 Q1,RC,-132688808.2,NA
0015000000nDsLyAAK,2018 Q1,CX,453939762.2,398181680
0015000000nDsLyAAK,2018 Q1,RC,-32235450.01,NA
0015000000nDsLyAAK,2018 Q1,CX,320859663.9,398181680
0015000000nDsLyAAK,2018 Q1,CX,5454435771,398181680
0015000000nDsLyAAK,2019 Q1,CX,7493471788,NA
0015000000nDsLyAAK,2020 Q1,CX,7236062424,NA
0015000000nDsLyAAK,2021 Q1,CX,6585314574,NA
0015000000nDsLyAAK,2017 Q2,RC,288708722.9,NA
0015000000nDsLyAAK,2017 Q2,RC,76573604.2,NA
0015000000nDsLyAAK,2017 Q2,CX,127556837.6,4472195763
0015000000nDsLyAAK,2017 Q2,CX,745383368.3,4472195763
0015000000nDsLyAAK,2018 Q2,CX,764927375.8,NA
0015000000nDsLyAAK,2018 Q2,RC,-132690190.7,NA
0015000000nDsLyAAK,2018 Q2,CX,453941204.7,NA
0015000000nDsLyAAK,2018 Q2,RC,-47053563.04,NA
0015000000nDsLyAAK,2018 Q2,CX,320861587.3,NA
0015000000nDsLyAAK,2018 Q2,CX,5454442022,NA
0015000000nDsLyAAK,2019 Q2,CX,7493469504,NA
0015000000nDsLyAAK,2020 Q2,CX,7236060260,NA
0015000000nDsLyAAK,2021 Q2,CX,6585311328,NA
0015000000nDsLyAAK,2017 Q3,RC,156018532.2,NA
0015000000nDsLyAAK,2017 Q3,CX,453941204.7,750419320
0015000000nDsLyAAK,2017 Q3,RC,29520041.15,NA
0015000000nDsLyAAK,2017 Q3,CX,384641869.3,750419320
0015000000nDsLyAAK,2017 Q3,CX,5262648397,750419320
0015000000nDsLyAAK,2018 Q3,CX,7493469504,1069027760
0015000000nDsLyAAK,2020 Q3,CX,6585311328,459440400
0015000000nDsLyAAK,2017 Q4,RC,156018351.9,NA
0015000000nDsLyAAK,2017 Q4,CX,453939762.2,NA
0015000000nDsLyAAK,2017 Q4,RC,29521664.02,NA
0015000000nDsLyAAK,2017 Q4,CX,320859663.9,NA
0015000000nDsLyAAK,2017 Q4,CX,5454435771,NA
0015000000nDsLyAAK,2018 Q4,CX,7493471788,NA
0015000000nDsLyAAK,2019 Q4,CX,7236062424,NA
0015000000nDsLyAAK,2020 Q4,CX,6585314574,NA
0015000000nDSm3AAG,2019 Q1,EX,182869506.2,NA
0015000000nDSm3AAG,2018 Q2,EX,182870347.7,NA
0015000000nDSm3AAG,2018 Q3,EX,182870347.7,NA
0015000000nDSm3AAG,2018 Q4,EX,182869506.2,NA
0015000000nDSmAAAW,2017 Q1,EX,214724485.3,NA
0015000000nDSmAAAW,2017 Q1,CX,439494486.7,505384440
0015000000nDSmAAAW,2017 Q1,CX,200912126,505384440
0015000000nDSmAAAW,2017 Q1,CX,5084313228,505384440
0015000000nDSmAAAW,2018 Q1,EX,233340516.2,NA
0015000000nDSmAAAW,2018 Q1,CX,818735711.5,NA
0015000000nDSmAAAW,2018 Q1,CX,327493563.3,NA
0015000000nDSmAAAW,2018 Q1,CX,6051818507,NA
0015000000nDSmAAAW,2019 Q1,CX,7411086294,NA
0015000000nDSmAAAW,2019 Q1,EX,0,NA
0015000000nDSmAAAW,2019 Q1,RC,0,NA
0015000000nDSmAAAW,2019 Q1,RC,0,NA
0015000000nDSmAAAW,2019 Q1,CX,0,NA
0015000000nDSmAAAW,2020 Q1,CX,7431390101,0
0015000000nDSmAAAW,2021 Q1,CX,7431390101,0
0015000000nDSmAAAW,2017 Q2,EX,266257989.1,NA
0015000000nDSmAAAW,2017 Q2,CX,544972045.5,NA
0015000000nDSmAAAW,2017 Q2,CX,249130663.5,NA
0015000000nDSmAAAW,2017 Q2,CX,6304551383,NA
0015000000nDSmAAAW,2018 Q2,EX,233339314.1,NA
0015000000nDSmAAAW,2018 Q2,CX,818735350.8,NA
0015000000nDSmAAAW,2018 Q2,CX,327494885.6,NA
0015000000nDSmAAAW,2018 Q2,CX,6051820851,NA
0015000000nDSmAAAW,2019 Q2,CX,7411084310,NA
0015000000nDSmAAAW,2019 Q2,EX,0,NA
0015000000nDSmAAAW,2019 Q2,RC,0,NA
0015000000nDSmAAAW,2019 Q2,RC,0,NA
0015000000nDSmAAAW,2019 Q2,CX,0,NA
0015000000nDSmAAAW,2020 Q2,CX,7431392265,NA
0015000000nDSmAAAW,2021 Q2,CX,7742441788,264178230
0015000000nDSmAAAW,2017 Q3,EX,266257989.1,NA
0015000000nDSmAAAW,2017 Q3,CX,544972045.5,NA
0015000000nDSmAAAW,2017 Q3,CX,249130663.5,NA
0015000000nDSmAAAW,2017 Q3,CX,6304551383,NA
0015000000nDSmAAAW,2018 Q3,EX,233339314.1,NA
0015000000nDSmAAAW,2018 Q3,CX,818735350.8,NA
0015000000nDSmAAAW,2018 Q3,CX,327494885.6,NA
0015000000nDSmAAAW,2018 Q3,CX,6051820851,NA
0015000000nDSmAAAW,2019 Q3,CX,7411084310,NA
0015000000nDSmAAAW,2019 Q3,EX,0,NA
0015000000nDSmAAAW,2019 Q3,RC,0,NA
0015000000nDSmAAAW,2019 Q3,RC,0,NA
0015000000nDSmAAAW,2019 Q3,CX,0,NA
0015000000nDSmAAAW,2020 Q3,CX,7431392265,NA
0015000000nDSmAAAW,2017 Q4,EX,217555478,-28541356.53
0015000000nDSmAAAW,2017 Q4,CX,544971504.5,-149093769.9
0015000000nDSmAAAW,2017 Q4,RC,627174877.3,514558086.5
0015000000nDSmAAAW,2017 Q4,CX,249130964.1,-149093769.9
0015000000nDSmAAAW,2017 Q4,RC,250869229.7,514558086.5
0015000000nDSmAAAW,2017 Q4,CX,6050139746,-149093769.9
0015000000nDSmAAAW,2018 Q4,EX,233340516.2,NA
0015000000nDSmAAAW,2018 Q4,CX,818735711.5,NA
0015000000nDSmAAAW,2018 Q4,CX,327493563.3,NA
0015000000nDSmAAAW,2018 Q4,CX,6051818507,NA
0015000000nDSmAAAW,2019 Q4,CX,7449048644,15314680
0015000000nDSmAAAW,2019 Q4,EX,0,NA
0015000000nDSmAAAW,2019 Q4,RC,0,NA
0015000000nDSmAAAW,2019 Q4,RC,0,NA
0015000000nDSmAAAW,2019 Q4,CX,0,15314680
0015000000nDSmAAAW,2020 Q4,CX,7431390101,NA
0015000000nDSmwAAG,2018 Q1,RC,192274893.5,NA
0015000000nDSmwAAG,2019 Q1,CX,2949185745,5679032212
0015000000nDSmwAAG,2020 Q1,CX,2168055354,131182332.8
0015000000nDSmwAAG,2021 Q1,CX,9311746273,0
0015000000nDSmwAAG,2017 Q2,RC,192272489.2,180426073.8
0015000000nDSmwAAG,2019 Q2,CX,5377926179,NA
0015000000nDSmwAAG,2020 Q2,CX,6243633109,NA
0015000000nDSmwAAG,2021 Q2,CX,6556447164,NA
0015000000nDSmwAAG,2017 Q3,RC,192272489.2,NA
0015000000nDSmwAAG,2019 Q3,CX,5542333226,90724930.05
0015000000nDSmwAAG,2020 Q3,CX,6243633109,0
0015000000nDSmwAAG,2017 Q4,RC,192274893.5,NA
0015000000nDSmwAAG,2019 Q4,CX,5542333586,NA
0015000000nDSmwAAG,2020 Q4,CX,6243635393,NA
0015000000nDSn2AAG,2017 Q1,RC,62918361.99,62393231.49
0015000000nDSn2AAG,2018 Q1,RC,70060758.23,NA
0015000000nDSn2AAG,2019 Q1,RC,69193428.62,3198624.065
0015000000nDSn2AAG,2020 Q1,RC,68776894.02,0
0015000000nDSn2AAG,2017 Q2,RC,62917580.61,NA
0015000000nDSn2AAG,2018 Q2,RC,70061419.39,NA
0015000000nDSn2AAG,2019 Q2,RC,69193128.09,NA
0015000000nDSn2AAG,2020 Q2,RC,68777615.29,NA
0015000000nDSn2AAG,2017 Q3,RC,62917580.61,NA
0015000000nDSn2AAG,2018 Q3,RC,70061419.39,NA
0015000000nDSn2AAG,2019 Q3,RC,69193128.09,NA
0015000000nDSn2AAG,2020 Q3,RC,68777615.29,NA
0015000000nDSn2AAG,2017 Q4,RC,62918361.99,NA
0015000000nDSn2AAG,2018 Q4,RC,70060758.23,NA
0015000000nDSn2AAG,2019 Q4,RC,69193428.62,NA
0015000000nDSn2AAG,2020 Q4,RC,68776894.02,NA
0015000000nDSOqAAO,2021 Q1,CX,588310937.4,-76573400
0015000000nDSOqAAO,2021 Q2,CX,588313942.7,NA
0015000000nDSOqAAO,2020 Q4,CX,359435095,828064747.6
0015000000nDSOxAAO,2017 Q1,RC,176884751.6,NA
0015000000nDSOxAAO,2018 Q1,RC,0,NA
0015000000nDSOxAAO,2017 Q2,RC,176885472.9,NA
0015000000nDSOxAAO,2018 Q2,RC,0,NA
0015000000nDSOxAAO,2017 Q3,RC,0,NA
0015000000nDSOxAAO,2017 Q4,RC,0,NA
0015000000nDSP1AAO,2019 Q1,EX,291411930.2,NA
0015000000nDSP1AAO,2019 Q2,EX,291412351,NA
0015000000nDSP1AAO,2019 Q3,EX,291412351,NA
0015000000nDSP1AAO,2018 Q4,EX,103403360.8,310432698.6
0015000000nDSP1AAO,2019 Q4,EX,188003159.9,NA
0015000000nDSP2AAO,2017 Q1,RC,138399479.5,NA
0015000000nDSP2AAO,2018 Q1,RC,92813284.28,22972020
0015000000nDSP2AAO,2019 Q1,RC,168647825.1,NA
0015000000nDSP2AAO,2017 Q2,RC,133782076.3,NA
0015000000nDSP2AAO,2018 Q2,RC,22972453.92,NA
0015000000nDSP2AAO,2019 Q2,RC,168646021.9,NA
0015000000nDSP2AAO,2017 Q3,RC,4656351.881,0
0015000000nDSP2AAO,2018 Q3,RC,216163543.2,148460967.4
0015000000nDSP2AAO,2018 Q3,RC,0,148460967.4
0015000000nDSP2AAO,2017 Q4,RC,69840770.26,NA
0015000000nDSP2AAO,2018 Q4,RC,216165226.1,NA
0015000000nDSP2AAO,2018 Q4,RC,0,NA
0015000000nDSPbAAO,2019 Q1,EX,1148602260,NA
0015000000nDSPbAAO,2020 Q1,EX,1512009760,NA
0015000000nDSPbAAO,2021 Q1,EX,1615698024,NA
0015000000nDSPbAAO,2019 Q2,EX,1148600336,NA
0015000000nDSPbAAO,2020 Q2,EX,1512010061,NA
0015000000nDSPbAAO,2021 Q2,EX,1615698204,NA
0015000000nDSPbAAO,2019 Q3,EX,1148592883,444125720
0015000000nDSPbAAO,2020 Q3,EX,1512021241,84230740
0015000000nDSPbAAO,2018 Q4,EX,1000395284,245034880
0015000000nDSPbAAO,2019 Q4,EX,1512009760,NA
0015000000nDSPbAAO,2020 Q4,EX,1615698024,NA
0015000000nDSPOAA4,2019 Q1,CX,1445652734,NA
0015000000nDSPOAA4,2020 Q1,CX,1374555147,NA
0015000000nDSPOAA4,2021 Q1,CX,1437621370,NA
0015000000nDSPOAA4,2019 Q2,CX,1445652854,NA
0015000000nDSPOAA4,2020 Q2,CX,1374555448,NA
0015000000nDSPOAA4,2021 Q2,CX,1437622091,NA
0015000000nDSPOAA4,2019 Q3,CX,1445652854,NA
0015000000nDSPOAA4,2020 Q3,CX,1374555448,NA
0015000000nDSPOAA4,2018 Q4,CX,699509445.6,1378321200
0015000000nDSPOAA4,2019 Q4,CX,1374555147,NA
0015000000nDSPOAA4,2020 Q4,CX,695623592.6,0
0015000000nDSraAAG,2017 Q1,RC,0,NA
0015000000nDSraAAG,2017 Q1,RC,0,NA
0015000000nDSraAAG,2017 Q2,RC,0,NA
0015000000nDSraAAG,2017 Q2,RC,0,NA
0015000000nDSrtAAG,2017 Q1,RC,49246650.74,7657340
0015000000nDSrtAAG,2018 Q1,EX,216405049.1,376610953.2
0015000000nDSrtAAG,2018 Q1,RC,51861261.84,NA
0015000000nDSrtAAG,2019 Q1,RC,54452431.59,NA
0015000000nDSrtAAG,2019 Q1,EX,345332423.7,NA
0015000000nDSrtAAG,2020 Q1,EX,375582572.5,NA
0015000000nDSrtAAG,2021 Q1,EX,390518312.9,NA
0015000000nDSrtAAG,2017 Q2,RC,49244787.46,NA
0015000000nDSrtAAG,2018 Q2,EX,394621629.5,NA
0015000000nDSrtAAG,2018 Q2,RC,51858977.81,NA
0015000000nDSrtAAG,2019 Q2,RC,54452672.01,NA
0015000000nDSrtAAG,2019 Q2,EX,179840644.6,196770666
0015000000nDSrtAAG,2020 Q2,EX,375575119.3,NA
0015000000nDSrtAAG,2021 Q2,EX,390533579.9,18830624.23
0015000000nDSrtAAG,2017 Q3,RC,49244787.46,NA
0015000000nDSrtAAG,2018 Q3,EX,574462274.1,NA
0015000000nDSrtAAG,2018 Q3,RC,51858977.81,NA
0015000000nDSrtAAG,2019 Q3,RC,54452672.01,NA
0015000000nDSrtAAG,2019 Q3,EX,375582572.5,NA
0015000000nDSrtAAG,2020 Q3,EX,390518673.6,0
0015000000nDSrtAAG,2017 Q4,RC,50090539.01,2469492.15
0015000000nDSrtAAG,2018 Q4,RC,17564777.01,2592928.471
0015000000nDSrtAAG,2018 Q4,EX,574462514.5,NA
0015000000nDSrtAAG,2018 Q4,RC,35122341.3,2592928.471
0015000000nDSrtAAG,2019 Q4,RC,36884048.22,NA
0015000000nDSrtAAG,2019 Q4,EX,375582572.5,NA
0015000000nDSrtAAG,2020 Q4,EX,390518312.9,NA
0015000000nDSsDAAW,2019 Q1,CX,2682212314,2400518966
0015000000nDSsDAAW,2019 Q1,EX,412852501.2,409460022.9
0015000000nDSsDAAW,2020 Q1,CX,2274057097,NA
0015000000nDSsDAAW,2020 Q1,EX,408340944.7,0
0015000000nDSsDAAW,2021 Q1,CX,2430913928,NA
0015000000nDSsDAAW,2021 Q1,EX,434456401.6,0
0015000000nDSsDAAW,2019 Q2,CX,2682213336,NA
0015000000nDSsDAAW,2019 Q2,EX,412853883.6,NA
0015000000nDSsDAAW,2020 Q2,CX,2274056796,NA
0015000000nDSsDAAW,2020 Q2,EX,408341004.8,NA
0015000000nDSsDAAW,2021 Q2,CX,2430908218,NA
0015000000nDSsDAAW,2021 Q2,EX,434456822.3,NA
0015000000nDSsDAAW,2019 Q3,CX,2682213336,NA
0015000000nDSsDAAW,2019 Q3,EX,412853883.6,NA
0015000000nDSsDAAW,2020 Q3,CX,2274056796,NA
0015000000nDSsDAAW,2020 Q3,EX,408341004.8,NA
0015000000nDSsDAAW,2019 Q4,EX,412852501.2,NA
0015000000nDSsDAAW,2020 Q4,CX,2274057097,130088405.2
0015000000nDSsDAAW,2020 Q4,EX,408340944.7,NA
0015000000nDSSEAA4,2018 Q1,EX,129998463.6,NA
0015000000nDSSEAA4,2019 Q1,EX,783088644.8,18285727.92
0015000000nDSSEAA4,2020 Q1,EX,694617418.1,NA
0015000000nDSSEAA4,2021 Q1,EX,984547134.3,NA
0015000000nDSSEAA4,2018 Q2,EX,129997742.3,NA
0015000000nDSSEAA4,2020 Q2,EX,694616276.1,NA
0015000000nDSSEAA4,2021 Q2,EX,984549177.9,NA
0015000000nDSSEAA4,2018 Q3,EX,129997742.3,NA
0015000000nDSSEAA4,2020 Q3,EX,694616276.1,NA
0015000000nDSSEAA4,2017 Q4,EX,100642692.1,183776160
0015000000nDSSEAA4,2018 Q4,EX,129998463.6,NA
0015000000nDSSEAA4,2019 Q4,EX,22406315.48,454493758.4
